4.1,5000000
4.6,500000
4.7,1000000
4.5,500000
3.9,500000
4.4,1000000
4.3,5000000
4.2,10000000
4.5,100000
4.4,100000
3.4,100000
4.9,50000
4.6,500000
4.4,10000000
4.4,1000000
4.4,1000000
4.4,1000000
3.5,500000
4.4,10000000
4.1,10000000
4.3,50000000
4.4,10000000
4.3,5000000
4.3,1000000
4.1,50000000
4.4,5000000
4.3,100000000
3.9,1000000
4.8,1000000
4.5,500000
4.4,10000000
4,5000000
4.3,1000000
4,50000000
4.2,10000000
4.5,1000000
4.2,10000000
4.2,5000000
4.6,5000000
4.1,5000000
4.6,5000000
3.1,100000
3.9,1000000
4.3,1000000
4.1,1000000
4.4,10000000
4.1,5000000
4.1,1000000
4.5,5000000
4.4,100000
4.4,10000000
4.3,1000000
4.4,1000000
4.6,100000
4.2,5000000
4.4,1000000
4.7,100000
3.8,50000000
3.9,5000000
4.3,1000000
4.2,5000000
4.4,1000000
4.7,10000000
4.5,10000000
4.2,1000000
4.7,100000
4.8,100000
4.2,10000000
4.2,50000
4.3,5000000
4.4,5000000
4.4,5000000
4.1,100000
3.8,100000
4.3,1000000
3.8,500000
3.5,100000
4.1,500000
4.6,500000
4.3,1000000
4.5,1000000
4.1,1000000
4.5,100000
4.6,100000
4,1000000
4.2,1000000
4.4,10000000
4.4,10000000
4,100000
4.2,100000
4.2,5000000
4.1,50000
4,1000000
3.8,1000000
3.9,500000
3.9,10000000
4.2,10000000
4.2,50000
4.3,5000000
4.4,5000000
4.4,5000000
4.1,100000
3.8,100000
4.3,1000000
3.8,500000
3.5,100000
4.1,500000
4.6,500000
4.3,1000000
4.5,1000000
4.1,1000000
4.5,100000
4.6,100000
4,1000000
4.2,1000000
4.3,1000000
4.2,5000000
4.4,1000000
4.7,10000000
4.5,10000000
4.2,1000000
4.7,100000
4.8,100000
4.1,50000000
4.3,100000000
4.4,5000000
4.5,10000
4.3,1000000
4.5,10000000
4.6,500000
4.7,1000000
4.7,500000
4.8,50000
3.9,50000
4.1,50000
4.4,1000000
4.6,10000
4.5,10000
4.7,10000
4.4,10000
4.5,10000
3.9,100000
3.2,5000000
3.2,100000
4.1,1000000
4.5,100000
4.2,1000000
4.2,1000000
3.7,1000000
4.5,1000000
4.6,100000
4.5,5000000
4.7,100000
4.4,10000
3.5,10000
3.3,5000
4.5,500000
4.4,1000000
4.2,5000
5,1000
4.4,5000000
4.7,10000
4.4,50000
4.4,1000000
4.6,100000
4,1000000000
4.4,1000000000
4.3,10000000
4.3,1000000000
4.4,100000000
4.3,1000000000
4,1000000000
4.3,500000000
4.3,5000000
4.4,100000000
4.3,100000000
4.3,100000000
4.3,500000000
4.3,50000000
4.3,5000000
4,5000000
4.5,100000000
4.3,10000000
3.7,10000000
4.5,10000000
3.9,10000000
4.4,100000000
3.6,1000000
4.4,1000000
4.2,10000000
4.4,5000000
4.1,10000000
4.4,10000000
4.3,100000000
4.2,5000000
4.2,100000000
4.4,100000000
4.4,10000000
3.9,1000000
4.2,100000000
4.4,100000000
4.6,500000000
4.3,10000000
4.3,1000000
4.4,100000
3.7,10000000
4.3,10000000
3.9,10000000
4.5,500000000
3.7,5000000
4.3,5000000
4.4,1000000000
4,1000000000
4.3,500000000
4,10000000
4.3,500000000
4,1000000000
4.1,10000000
4.2,5000000
4.2,50000000
4.2,100000000
4.1,1000000000
4.4,100000000
4.3,100000000
4.2,10000000
4.4,100000000
4.2,100000000
4.1,1000000
4.3,10000000
4.3,10000000
4.5,10000000
4.3,10000000
4.2,10000000
4.2,500000000
4.5,10000000
4.3,1000000
4.3,100000000
4.3,100000000
4.4,1000000
4.2,1000000
4.3,10000000
4.3,1000000000
4.4,100000000
4.6,50000000
4.3,10000000
4.4,100000000
4.2,1000000
4.5,100000000
4.5,50000000
4.4,100000000
4.5,500000000
4.1,1000000
4.2,1000000
4.1,1000000
4.3,10000000
4.1,500000
4.2,500000
4,100000
4.2,10000000
4.2,10000000
4.2,5000000
4.3,500000000
4.3,1000000
4.4,1000000
4.2,5000000
4.4,10000000
4.1,1000000
4.2,10000000
4.8,1000000
4.4,1000000
4.4,10000000
4.4,10000000
4,5000000
4.5,10000000
4.4,5000000
4.1,1000000
4.2,1000000
4.5,5000000
4.3,1000000
4.5,100000000
4,1000000
4.3,1000000000
4.3,100000000
4.2,5000000
4.5,10000000
4.6,1000000
4.1,1000000
4,1000000
4.2,10000000
4.6,50000000
4.1,10000
4.3,5000000
4.2,1000000
4.3,500000
4,1000000000
4.3,500000000
4.2,50000000
4.3,500000000
4.1,1000000000
4.2,100000000
4.1,1000000
4.6,5000000
4.3,10000000
4.2,10000000
4.2,500000000
4.3,100000000
4.2,10000
2.6,1000
3.5,100
4,10000000
4.1,10000000
3.7,10000000
4.1,100000
4.2,500000
4.5,5000000
4.4,1000000
4.2,10000000
4,1000000
4.1,10000000
3.1,5000000
4.4,5000000
4.2,100000
4.1,500000
3.9,1000000
4.3,1000000
4.4,10000
3.5,1000000
4,1000000
3.3,100000
4.5,10000000
4.4,1000000
4.1,100000
3.9,500000
3.9,5000
3.6,500000
4,5000000
3.6,1000000
3.4,100000
4.2,1000000
4.1,1000000
3.4,100000
3,100000
4.6,500000
4.1,500000
3.9,500000
1.9,100000
3.5,500000
2.5,500000
3.9,100000
3.4,50000
3.5,1000000
4.4,1000000
3.8,100000
4.2,100000
2.5,100000
2.8,10000
4.1,100000
4.2,1000000
3.5,100000
4.3,10000000
3.3,500000
4.1,100000
4.2,1000000
3.5,50000
4.2,5000000
4.4,500000
4.1,100000
4.2,100000
4.3,500000
4.1,10000000
4,1000000
4.1,100000
4.2,500000
3,100000
4.4,1000000
4.5,5000000
2.5,500000
4.1,500000
4.2,10000000
4,10000
4.1,10000000
1.9,100000
3.3,100000
4.4,1000000
4.1,500000
3.8,100000
4.1,1000000
4.2,100000
4,1000000
4.5,10000000
3.7,50000
3.9,500000
3.5,1000000
3.9,100000
4,10000
4.6,500000
4,1000000
4.1,100000
4.2,10000
3.3,10000
4.4,10000
4.3,10000000
4.2,1000000
3.9,500000
4.3,500000
3.4,500000
4.2,1000000
4.1,100000
4,500000
3.6,10000
4.2,100000
3.5,100000
4,500000
4.1,100000
4.1,1000000
2.8,10000
4.4,10000
4.4,1000000
4.2,10000000
4.1,10000
4.2,100000
3.9,10000
4.1,1000000
4.2,1000000
3.9,50000
4,10000
4.2,500000
4.5,5000000
3.9,1000000
3.6,1000
4.4,5000
3.5,1000
4.4,500
4.8,5000
4.6,10000
4.7,100
4.8,10000
2.7,100
5,1000
4.8,1000
5,100
4.8,500
4.9,5000
3,100
4.7,5000
1,10
5,500
4.7,500
5,100
5,100
3,500
4.1,1000
5,100
3.7,10000
4.5,500
4.2,1000
4.3,100
4.1,1000000
1.9,100000
4.1,100000
4.4,5000
3.9,1000000
3.9,5000
4,5000000
4.4,500
4.7,100
3.8,100000
4.4,1000000
4.4,500000
3.6,1000
4.4,10000
2.7,100
4.3,500000
4.6,10000
2.8,10000
3.5,1000
3.4,500
4.8,5000
4.7,10000
4.8,10000
4.8,50000
4.7,10000
4.1,100000
3.5,5000
4.7,10000
3.8,1000
2.9,10000
4.5,5000000
3.3,100000
4.1,1000000
4.7,100000000
4.6,10000000
4.7,100000
4.6,5000000
4.7,10000000
4.5,5000000
4.7,1000000
4.8,500000
4.6,500000
4.6,1000000
4.6,1000000
4.2,5000000
4.9,1000000
3.8,500000
4.2,5000000
4.4,500000
4.4,1000000
4.3,10000000
4.5,10000000
4.4,1000000
4.6,5000000
3.9,50000
4.4,1000000
4.3,1000000
4.4,1000000
4.2,1000000
4.4,1000000
4,500000
4.2,1000000
3.8,5000000
4.5,1000000
4.7,500000
4.5,500000
4.3,100000
4.2,10000000
4.3,100000
4.7,5000000
4.7,10000000
4.6,5000000
4.6,10000000
4.6,10000000
4.5,1000000
4.4,5000000
4.6,1000000
4.5,5000000
4.5,5000000
4.2,10000000
4.4,10000000
4.4,1000000
4.2,1000000
4.5,1000000
4.1,1000000
4,10000
4.1,50000
4.3,1000000
4.3,1000000
4.3,1000000
4.5,1000000
4.6,1000000
4.1,1000000
4.6,1000000
4.7,1000000
4.7,1000000
4.3,1000000
4.7,1000000
4.6,100000
4.6,1000000
4.6,100000
4.3,10000
4.2,10000
4,50000
4.5,500000
4.2,100000
4.1,100000
4.4,100000
4,10000
4.5,100000
4.4,100000
4,50000
4.2,50000
4.3,100000
4.2,100000
4.6,5000000
4.6,10000000
4.7,100000000
4.6,10000000
4.4,5000000
4.5,1000000
4.3,1000000
4.6,1000000
4.5,5000000
4.2,10000000
4.2,1000000
4.7,10000000
4.5,1000000
4.6,1000000
4.3,10000000
4.2,1000000
4.7,5000000
4.7,100000000
4.4,5000000
4.5,5000000
4.4,1000000
4,500000
4.6,1000000
4.4,1000000
4.7,10000000
4.7,10000000
4.3,10000000
4.1,1000000
4.2,500000
4.3,1000000
4.3,1000000
4.3,50000
4,1000000
4.2,100000
4,100000
4,100000
3.8,100000
4.6,10000000
4.1,10000000
3.9,100000
4.1,10000
4.5,10000000
4.2,10000000
4.4,10000000
4.7,100000000
4,500000
4.4,5000000
4.4,5000000
4,500000
4.5,5000000
4.7,10000000
4.3,10000000
4.5,500000
4.3,10000000
4.1,1000000
4.3,1000000
4.5,1000000
4.2,1000000
4.6,1000000
3.5,100000
4.2,10000000
4.4,10000000
4.4,5000000
4.6,10000000
4.3,10000000
4.5,5000000
4.8,1000000
4.4,100000
4.1,1000000
4.9,1000
4.7,1000
4.7,500000
4.7,100000
4.4,100000000
4,1000000
4.2,1000000
4.3,10000000
4.5,50000000
3.5,10000000
4.2,5000000
3.1,5000000
4.6,10000000
4.2,5000000
4.3,1000000000
4.3,100000000
4.1,5000000
3.8,1000000
3.4,5000000
4.3,5000000
4.4,1000000
4.4,1000000
4,10000000
3.7,100000000
3.9,5000000
4.5,10000000
4.4,1000000
4.3,10000000
4.2,50000000
4.2,5000000
4.5,10000000
4.7,1000000
4.5,10000000
4.5,1000000
3.4,10000000
4.2,50000000
4.3,1000000
4.2,100000000
4.6,50000000
4.1,1000000
4.2,5000000
4.2,50000000
4.3,100000000
4.4,1000000
3.9,100000
4.1,1000000
4.3,1000000
4.5,10000000
4.6,10000000
3.6,100000
4.3,100000
4.3,1000000
4.2,100000000
4.4,100000000
4.1,500000
4.1,100000
4.2,100000
3.9,1000000
4.2,1000000
3.7,10000000
4.5,1000000
3.7,10000000
3.8,10000000
4.3,10000000
3,50000
4.1,1000000
4.2,10000000
4.1,1000000
3.9,5000000
4,1000000
4.4,5000000
4.2,1000000
4,10000000
3.9,10000000
4,1000000
4.2,1000000
4,1000000
4.3,1000000
3.9,1000000
4.2,100000000
4.4,100000000
4.3,10000000
3.7,10000000
4.3,10000000
3.7,10000000
3.8,10000000
4.2,10000000
4,10000000
3.9,5000000
4.4,5000000
4.5,500000
4.1,5000000
4.1,1000000
3.9,10000000
4.5,10000000
4,1000000
4.1,1000000
3.6,500000
3.8,1000000
4,1000000
4.2,1000000
3.7,1000000
3.8,10000000
3.7,1000000
4.1,10000000
3.7,10000000
3.9,1000000
4.4,100000000
4.3,10000000
3.9,10000000
3.7,10000000
3.7,10000000
4.2,10000000
4.3,10000000
4,10000000
4.1,500000
3.9,5000000
4.5,10000000
3.9,1000000
4.1,1000000
4.3,10000000
4.4,5000000
4.1,10000000
4,1000000
3.9,10000000
3.9,100000
4,1000000
4.1,1000000
4.2,1000000
3.8,1000000
4,1000000
3.9,1000000
4.2,1000000
3.7,10000000
3.9,1000000
4.2,1000000
4.3,10000
4.3,10000000
4.6,100000
4.3,100000
4.6,5000000
4.2,10000000
4.6,10000000
4.5,100000
4.6,100000
3.9,1000000
4.2,1000000
4.4,1000000
4.2,1000000
4.3,10000000
4.6,100000
4.3,10000000
4.5,10000000
4,100000
4,5000000
4.5,500000
4.5,50000
4,5000000
4,1000000
4.2,10000
4.4,1000000
4.6,100000
4.6,1000000
4.1,100000
4.6,100000
4.4,100000
4.6,50000
4.9,1000
4.5,1000000
4.6,10000
4.7,500
4.3,50000
4.2,100000
4.3,100000
5,500
4.4,100000
5,100
4.5,100000
4.5,100000
4.8,1000
4.4,100000
5,100
3.7,50000
4.1,100000
4.8,1000
4.6,500
4.4,10000000
4.4,1000000
3.6,5000000
3.7,5000000
3.8,5000000
4.2,10000000
4.2,500000
4.2,5000000
3.3,10000000
3.4,1000000
4.3,1000000
4.2,10000000
4.7,5000000
4.1,1000000
4.7,1000000
4,10000000
3.6,1000000
4,5000000
3.6,1000000
4.3,1000000
4.2,5000000
4.2,1000000
4.1,5000000
4,1000000
4.1,1000000
4.4,10000000
4.7,10000000
4.5,1000000
4.3,50000000
4.6,10000000
4.3,1000000
4,1000000
4.5,1000000
4.5,10000000
3.6,1000000
4.2,100000000
4.1,5000000
3.5,1000000
4.4,5000000
4,1000000
4.5,10000000
4.2,10000
4.6,1000000
4.2,100000
4.8,100000
4.5,100000
4.2,1000000
4.3,1000000
4.2,100000000
4.4,1000000
4.4,1000000
4.6,5000000
4.2,100000
4.6,500000
4.6,1000000
4.4,100000
4.3,500000
4.2,1000000
4.2,1000000
3.8,100000
4.5,100000
4.6,1000000
4.6,1000000
4.7,50000
4.6,1000000
4.6,100000
4.7,10000000
3.8,100000
4.3,1000000
4.3,5000000
4.5,1000000
4.6,100000
4.6,1000000
4.7,100000
4.5,1000000
4.4,1000000
3.9,50000
4.5,1000000
4.6,5000000
4.1,500000
4.5,1000000
4.4,1000000
4.5,1000000
4.6,5000000
4.2,1000000
4.4,100000
4.1,500000
3.9,1000000
4.6,1000000
4.5,1000000
3.7,500000
4.1,1000000
4.4,5000000
4.6,500000
4.5,100000
4.3,1000000
4.3,1000000
4.3,5000000
4.4,5000000
4.3,50000
4.4,1000000
4.3,5000000
4.4,100000
4.1,1000000
4.4,500000
4.2,1000000
4.3,500000
4.4,100000
4.3,50000000
4.3,1000000
3.9,100000
4.1,100000
4.1,1000000
4.2,1000000
4.5,5000000
4.2,100000000
4.7,50000
4.4,10000000
4.6,10000
4.6,5000000
4.4,10000000
4.6,10000000
4.3,1000000
4,5000000
4.4,1000000
4.6,10000000
4.2,10000000
4.1,1000000
3.6,10000000
4.1,10000000
4.6,1000000
4.7,100000
4.7,1000000
4.7,10000000
4.7,1000000
4.1,500000
3.4,10000000
3.8,500000
3.7,50000
4.2,1000000
3.1,1000000
3.5,1000000
4.7,500000
4.5,5000000
4.2,1000000
4.3,5000000
4,1000000
4.5,10000000
4.6,100000
4.7,10000000
4.1,5000000
4.3,5000000
3.8,1000000
4.4,10000000
4.3,5000000
4.2,1000000
4.3,1000000
3.8,1000000
4.3,1000000
3.7,100000
4.5,100000
3.6,1000000
4.8,50000
3.3,500000
4.7,500000
4.6,100000
4.6,1000000
3.4,1000000
4.6,100000
4,100000
4.1,5000000
4.5,500000
4.4,100000
4.5,1000000
4,10000
4.1,50000
4.5,5000000
4.6,10000
4.1,50000
4.5,1000000
4.6,1000000
4.5,10000000
4.3,1000000
3.6,1000000
4.4,1000000
4.6,5000000
4.1,10000000
4.3,10000000
3.9,50000
4.5,5000000
4.1,100000
3.6,1000000
4.7,10000000
4.3,1000000
4.7,1000000
4.6,100000
4.4,10000000
4.2,100000
4.5,1000000
4.3,5000000
4.2,10000000
4.5,1000000
4.5,5000000
4.3,5000000
4,10000000
4.3,10000000
4.8,10000000
4,500000
4.9,5000000
4.8,1000000
4.9,10000000
4.8,10000000
4.4,10000000
3.3,10000000
4.7,10000000
4.6,10000000
4.8,1000000
4.8,10000000
4.8,1000000
4.5,100000
4.4,500000
4.5,100000
4.5,500000
4.5,5000000
4.8,1000000
3.9,10000000
4.6,50000
4.5,10000000
4.5,500000
4.7,100000
4.7,1000000
4.4,10000000
4.2,500000
3.9,10000000
4.2,5000000
4.4,1000000
4.6,50000000
4.6,100000
4.2,5000000
4.5,10000000
4.7,1000000
4.5,100000
4.5,10000000
3.7,1000000
4.5,500000
4.6,100000
4.6,10000000
4.7,1000000
4.5,5000000
4.5,1000000
4.6,500000
4,1000000
4.3,1000000
4.4,1000000
4.5,10000000
4.2,10000000
4.6,5000000
4.9,1000000
4.5,5000000
4.5,10000000
4.6,500000
4.5,10000000
4.6,10000000
4.6,1000000
4.5,5000000
4.5,1000000
4.4,10000000
3.9,10000000
4.5,1000000
4.4,10000000
4.6,5000000
4.4,1000000
4.5,5000000
4.5,10000000
4.6,10000000
4.5,1000000
4.4,5000000
4.4,100000
4.4,1000000
4.2,100000
4.5,1000000
4.5,500000
4.4,500000
4.3,100000
4.6,1000000
4.6,10000
4.9,500000
4.4,100000
4.3,100000
4.1,1000000
4.6,5000000
4.8,100000
4.5,5000000
4.7,500000
4.6,10000000
4.3,100000
4.4,5000000
4.4,100000
4.6,1000000
4.3,1000000
4.6,1000000
4.6,1000000
4.5,5000000
4.6,1000000
4.6,1000000
4.5,1000000
4.1,500000
4.5,10000000
4.6,500000
4.5,1000000
4.8,100000000
4.8,10000000
4.6,50000000
4.5,5000000
4.1,5000000
4.4,500000
4.2,1000000
4.5,1000000
4.3,1000000
4.6,10000000
4,50000
4.6,50000
4.5,1000000
4.4,10000000
4.5,1000000
4.6,5000000
4.4,5000000
4.7,1000000
4.4,1000000
4.2,5000000
4.5,5000000
4.2,10000000
4.4,10000000
4.5,5000000
4.6,10000000
4.6,1000000
4.6,50000000
4.5,10000000
4.5,10000000
4.4,10000000
4.4,10000000
4.5,10000000
4.5,1000000
4,500000
4.6,1000000
4.1,1000000
4,100000
4.4,10000000
4.4,1000000
4.1,100000
3.5,50000
4.3,500000
4.5,1000000
4.2,100000
4.6,50000000
4.4,10000000
4.5,1000000
4,500000
4.5,5000000
4.6,1000000
4.4,1000000
4.4,10000000
4.1,100000
4,100000
4.1,1000000
4.1,100000
4.2,5000000
4.5,1000000
3.5,50000
4.3,500000
4.2,100000
4.6,50000000
4.4,10000000
4.5,500000
4.4,1000000
3.7,100000
4.3,1000000
4.5,500000
4.6,100000
4.7,500000
4.6,1000000
4.6,1000000
4,500000
4.4,500000
4.4,100000
4.8,1000000
4.6,5000000
4.2,500000
4.6,5000000
4.1,5000000
4.4,1000000
4.5,5000000
4.3,1000000
4.7,500000
4.6,10000000
4.4,5000000
4.5,10000000
4.8,100000
4.2,1000000
4.5,10000000
4.1,5000000
4.1,1000000
4,1000000
4.3,1000000
4.5,10000000
4.6,10000000
3.7,500000
3.7,100000
4.2,1000000
4.5,1000000
4.3,1000000
3.9,1000000
4.6,1000000
4.3,100000
4.4,5000000
4.6,1000000
4.5,1000000
3.8,1000000
4.4,5000000
4.7,10000
3.4,100000
4.3,500000
4.3,1000000
4,100000
4,1000000
3.8,100000
4.3,1000000
3.6,500000
3.8,500000
4.5,5000000
4.6,500000
4.5,100000
4.7,10000
4.3,50000
3.7,100000
4.2,100000
3.4,1000000
3.9,100000
4,500000
4,1000000
4,50000
4.6,10000000
4,1000000
4.1,500000
3.9,1000000
4.4,1000000
4.4,500000
4.3,500000
4.6,1000000
4.5,1000000
4.5,10000000
4.5,10000000
4.5,10000000
4.3,500000
4.2,1000000
4.4,5000000
4.3,1000000
4.6,10000000
4.1,50000
3.9,50000
4.4,10000
4.6,100000
4.1,100000
3.8,5000000
4.6,50000
3.5,10000000
4.7,1000
4.3,100000
4.5,50000
4.4,100000
3.4,50000
4.3,100000
4.3,50000
4.6,50000
4.6,100000
4.2,10000000
4.6,10000
4.4,500000
3.9,5000000
4.5,100000
3.8,1000000
4.3,10000
3.7,1000000
5,1000
3.2,500000
4.5,1000000
4.7,100000
4,1000000
4.1,1000000
3.8,500000
4.7,500000
4.5,100000
4.2,500000
4.1,1000000
3.1,100000
4.1,5000000
4.1,10000000
4.3,100000
4,10000000
4.6,5000000
4.4,1000000
4.4,5000000
4.3,1000000
4.6,10000000
3.2,1000000
4.5,1000000
4.6,5000000
4.6,10000000
4.3,500000
3,5000000
4.4,10000000
4.4,1000000
4.3,1000000
3.5,10000000
4.3,5000000
4.5,1000000
3.7,10000000
4.5,50000000
4.2,1000000
4.3,500000
4.6,500000
4.5,1000000
3.9,5000000
4.3,1000000
3.3,1000000
4.7,100000
4.2,1000000
3.2,1000000
4.4,10000000
3.5,1000000
3.7,1000000
3.8,10000000
3.8,500000
3.7,10000000
4.6,1000000
4,1000000
3.6,100000
3.8,100000
4.1,10000000
4.7,500000
3.9,1000000
4.1,1000000
4.6,1000000
4.2,100000
3.6,100000
4.6,1000000
4.2,1000000
4.4,10000000
4.6,100000
4.7,500000
4.1,500000
3.9,10000
4,100000
4.1,5000000
4.6,1000000
4.1,500000
4.1,500000
4.1,10000
4.4,1000000
3.8,100000
4.3,10000000
4.1,500000
4.1,500000
4.1,10000
4.4,1000000
3.8,100000
4.3,10000000
4.4,100000
4.2,50000
4.4,5000
4.3,100000
4.1,1000000
4,100000
4.2,50000
4.1,1000000
3.9,100000
4.4,1000000
4.6,5000000
4.5,500000
4.5,500000
4.8,1000000
4.4,500000
4.5,1000000
4.5,100000
4.6,1000000
4.5,100000
4.5,100000000
4.5,1000000000
4.4,500000000
4.7,10000000
4.5,10000000
4.2,50000000
4.4,100000000
4.6,100000000
4.3,500000000
4.3,500000000
4.2,100000000
4.6,5000000
4.4,100000000
4.4,100000000
4.5,100000000
4.4,100000000
4.3,1000000
4.6,100000000
4.3,50000000
4.2,5000000
4.2,100000000
4.5,1000000
4.5,100000000
4.5,50000000
4.7,50000000
4.7,10000000
4.5,50000000
4.4,100000000
4.3,100000000
3.8,10000000
4.6,10000000
4.6,10000000
4.4,100000000
4.3,5000000
4.1,10000000
4.3,50000000
4.4,100000000
4.6,50000000
4.3,10000000
4.4,10000000
4.7,10000000
4.5,100000000
4.4,100000000
4.6,10000000
4.5,100000000
4.4,100000000
4.6,100000000
4.5,1000000000
4.5,100000000
4.3,500000000
4.5,100000000
4.6,100000000
4.4,500000000
4.4,100000000
4.5,100000000
4.7,10000000
4.6,100000000
4.5,100000000
4.5,10000000
4.7,50000000
4.5,10000000
4.8,10000000
4.7,10000000
4.4,100000000
4.6,10000000
4.5,100000000
4.6,5000000
4.7,50000000
4.6,100000000
4.5,500000000
4.6,100000000
4.5,50000000
4.6,10000000
4.4,100000000
4.7,10000000
4.3,1000000
4.3,500000000
4.4,100000000
4.3,5000000
4.5,10000000
4.4,100000000
4.5,1000000
4.4,100000000
4.5,100000000
4.6,100000000
4.7,10000000
4.6,100000000
4.4,100000000
4.4,10000000
4.5,100000000
4.6,100000000
4.3,100000000
4.5,10000000
4.5,50000000
4.4,1000000
4.5,100000000
4.2,100000000
4.5,1000000000
4.4,500000000
4.7,10000000
4.2,50000000
4.5,50000000
4.5,100000000
4.6,100000000
4.4,100000000
4.5,100000000
4.3,500000000
4.3,50000000
4.5,50000000
4.7,50000000
4.7,100000000
4.1,100000000
4.8,10000000
4.4,10000000
4.2,50000000
4.4,10000000
4.7,1000000
4.3,10000000
4.7,5000000
4.2,5000000
4.3,100000000
4.4,1000000
4.1,1000000
4.1,10000000
4.2,10000000
4.5,50000000
4.7,500000
4.6,1000000
4.5,100000000
3.1,5000000
4.1,5000000
3.4,10000000
4.4,50000000
4.3,50000000
4.6,10000000
4.4,10000000
4.3,10000000
4.6,50000000
4.2,10000000
4.2,100000000
4.5,5000000
4.4,50000000
4.2,10000000
4.5,1000000
4.8,10000000
4.4,1000000
4.6,10000000
4.5,10000000
4.3,5000000
4.6,10000000
4.4,10000000
4.4,1000000
4.5,5000000
4.6,5000000
4.6,5000000
4.6,10000000
4.1,5000000
4.5,5000000
4.6,1000000
4.4,5000000
4.7,10000000
4.6,1000000
4.3,1000000
4.5,5000000
4.6,1000000
4.2,10000000
4.5,10000000
4.8,10000000
4.1,1000000
4.3,1000000
4.4,5000000
4,10000000
4.2,5000000
4,10000000
4.2,100000
4.5,1000000
4.7,1000000
4.2,100000
4.4,100000
4.6,100000
4.9,100000
4.4,100000
4.5,100000
4.6,100000
4.2,100000
4.5,100000
4.6,100000
4.6,5000000
4.5,100000000
4.4,500000000
4.6,100000000
4.5,100000000
4.6,10000000
4.4,10000000
4.4,50000000
4.3,10000000
4.3,5000000
4.6,10000000
4.3,50000000
4.3,5000000
4.6,10000000
4.5,10000000
4.5,5000000
4.2,10000000
4.7,10000000
4.3,500000
4,1000000
4.4,5000000
4.3,50000000
4.6,5000000
4.7,10000000
4.4,500000
4.7,1000000
4.4,50000000
4.3,5000000
4.2,1000000
4.4,500000000
4.5,100000000
4.5,100000000
4.5,1000000000
4.4,100000000
4.3,1000000
4.5,10000000
4.7,10000000
4.7,50000000
4.6,100000000
4.6,100000000
4.4,100000000
4.4,100000000
4.7,10000000
4.6,5000000
4.5,1000000
4.3,500000000
4.3,500000000
4.3,100000000
4.6,10000000
4.8,10000000
4.5,100000000
4.4,100000000
4.5,100000000
4.5,100000000
4.6,50000000
4.6,10000000
4.6,10000000
4.6,100000000
4.7,10000000
4.5,50000000
4.5,1000000
4.5,50000000
4.6,100000000
4.5,10000000
4.4,10000000
4.4,100000000
4.6,100000000
4.7,50000000
4.5,500000000
4.4,100000000
4.6,100000000
4.7,10000000
4.6,5000000
4.5,10000000
4.4,100000000
4.5,100000000
4.3,50000000
4.5,1000000000
4.2,100000000
4.5,100000000
4.3,500000000
4.4,100000000
4.7,50000000
4.6,100000000
4.7,10000000
4.6,100000000
4.4,50000000
4.6,50000000
4.5,10000000
4.3,50000000
4.5,50000000
4.5,10000000
4.6,100000000
4.6,10000000
4.3,10000000
4.6,5000000
4.5,50000000
4.7,10000000
